Type,Seconds,MegaBytes
memory,1473692119,52.90357971191406
memory,1473692129,53.10618591308594
memory,1473692139,53.15721893310547
memory,1473692149,53.40826416015625
memory,1473692159,53.43791961669922
memory,1473692169,53.4442138671875
delta_send,1473692172,2.9754638671875e-4
delta_send,1473692173,2.9754638671875e-4
delta_send,1473692174,2.9754638671875e-4
delta_send,1473692175,2.9754638671875e-4
delta_send,1473692176,2.9754638671875e-4
delta_send,1473692177,2.9754638671875e-4
delta_send,1473692178,2.9754638671875e-4
delta_send,1473692179,2.9754638671875e-4
memory,1473692179,53.62467956542969
delta_send,1473692180,2.9754638671875e-4
delta_send,1473692181,2.9754638671875e-4
delta_send,1473692182,2.9754638671875e-4
delta_send,1473692183,2.9754638671875e-4
delta_send,1473692184,2.9754638671875e-4
delta_send,1473692185,2.9754638671875e-4
delta_send,1473692186,2.9754638671875e-4
delta_send,1473692187,2.9754638671875e-4
delta_send,1473692188,2.9754638671875e-4
delta_send,1473692189,2.9754638671875e-4
memory,1473692189,53.62852478027344
delta_send,1473692190,2.9754638671875e-4
delta_send,1473692191,2.9754638671875e-4
delta_send,1473692192,2.9754638671875e-4
delta_send,1473692193,2.9754638671875e-4
delta_send,1473692194,2.9754638671875e-4
delta_send,1473692195,2.9754638671875e-4
delta_send,1473692196,2.9754638671875e-4
delta_send,1473692197,2.9754638671875e-4
delta_send,1473692198,2.9754638671875e-4
delta_send,1473692199,2.9754638671875e-4
memory,1473692199,53.62278747558594
delta_send,1473692200,2.9754638671875e-4
delta_send,1473692201,2.9754638671875e-4
delta_send,1473692202,2.9754638671875e-4
delta_send,1473692203,2.9754638671875e-4
delta_send,1473692204,2.9754638671875e-4
delta_send,1473692205,2.9754638671875e-4
delta_send,1473692206,2.9754638671875e-4
delta_send,1473692207,2.9754638671875e-4
delta_send,1473692208,2.9754638671875e-4
delta_send,1473692209,5.950927734375e-4
memory,1473692209,53.639564514160156
delta_send,1473692210,5.950927734375e-4
delta_send,1473692211,5.950927734375e-4
delta_send,1473692212,5.950927734375e-4
delta_send,1473692213,5.950927734375e-4
delta_send,1473692214,5.950927734375e-4
delta_send,1473692215,5.950927734375e-4
delta_send,1473692216,5.950927734375e-4
delta_send,1473692217,5.950927734375e-4
delta_send,1473692218,5.950927734375e-4
delta_send,1473692219,5.950927734375e-4
memory,1473692219,53.621253967285156
delta_send,1473692220,5.950927734375e-4
delta_send,1473692221,5.950927734375e-4
delta_send,1473692222,5.950927734375e-4
delta_send,1473692223,5.950927734375e-4
delta_send,1473692224,5.950927734375e-4
delta_send,1473692225,5.950927734375e-4
delta_send,1473692226,5.950927734375e-4
delta_send,1473692227,5.950927734375e-4
delta_send,1473692228,5.950927734375e-4
delta_send,1473692229,5.950927734375e-4
memory,1473692229,53.76142883300781
delta_send,1473692230,5.950927734375e-4
delta_send,1473692231,5.950927734375e-4
delta_send,1473692232,5.950927734375e-4
delta_send,1473692233,8.9263916015625e-4
delta_send,1473692234,8.9263916015625e-4
delta_send,1473692235,8.9263916015625e-4
delta_send,1473692236,8.9263916015625e-4
delta_send,1473692237,8.9263916015625e-4
delta_send,1473692238,8.9263916015625e-4
delta_send,1473692239,8.9263916015625e-4
memory,1473692239,53.57141876220703
delta_send,1473692240,8.9263916015625e-4
delta_send,1473692241,8.9263916015625e-4
delta_send,1473692242,8.9263916015625e-4
delta_send,1473692243,8.9263916015625e-4
delta_send,1473692244,8.9263916015625e-4
delta_send,1473692245,8.9263916015625e-4
delta_send,1473692246,8.9263916015625e-4
